age,gender,ethnicity,priors_count,charge_severity,decile_score,recidivism,country,cluster,pca1,pca2
37,Female,African-American,13,1,6,0,Ghana,0,-39.34383608951236,-0.300683459588528
24,Male,African-American,0,1,3,1,Ghana,0,-39.34383608951236,-0.300683459588528
34,Female,African-American,1,0,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
26,Male,African-American,4,1,3,1,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Male,Caucasian,0,0,2,0,Canada,1,35.83177757108504,-15.505969796835672
38,Male,Caucasian,10,1,8,1,Germany,1,43.806194382924325,0.9500192550843528
45,Female,Caucasian,5,0,2,0,Germany,1,43.806194382924325,0.9500192550843528
23,Female,Caucasian,1,0,2,0,Norway,1,47.786863729117535,-13.981413841687583
28,Female,African-American,3,1,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
25,Female,African-American,4,0,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
26,Male,African-American,0,1,5,0,Nigeria,0,-46.68282486694604,-11.414853507650276
23,Male,Other,0,1,3,1,Indonesia,0,-41.4182672672213,-17.70168411169513
28,Male,African-American,2,1,5,1,Ghana,0,-39.34383608951236,-0.300683459588528
20,Male,African-American,1,1,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
26,Male,African-American,4,1,7,1,Nigeria,0,-46.68282486694604,-11.414853507650276
58,Male,Hispanic,0,1,2,0,Mexico,0,-19.49759326883606,20.541445557669004
43,Female,African-American,0,0,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
33,Male,African-American,18,1,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
29,Male,African-American,17,1,10,1,Nigeria,0,-46.68282486694604,-11.414853507650276
54,Male,Caucasian,1,1,1,0,Canada,1,35.83177757108504,-15.505969796835672
27,Male,Caucasian,1,0,3,1,Norway,1,47.786863729117535,-13.981413841687583
55,Male,African-American,5,1,4,1,Nigeria,0,-46.68282486694604,-11.414853507650276
61,Male,African-American,14,0,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Male,Caucasian,0,0,6,0,Norway,1,47.786863729117535,-13.981413841687583
27,Male,African-American,1,1,3,1,Ghana,0,-39.34383608951236,-0.300683459588528
41,Male,African-American,7,1,4,0,Ghana,0,-39.34383608951236,-0.300683459588528
27,Male,Caucasian,1,1,1,0,Australia,1,37.21511453120613,-12.715415186841769
33,Male,Asian,0,0,1,0,Indonesia,0,-41.4182672672213,-17.70168411169513
30,Male,African-American,1,0,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
33,Male,Caucasian,2,1,3,0,Norway,1,47.786863729117535,-13.981413841687583
55,Female,Hispanic,0,1,1,0,Spain,1,21.28767962005639,24.26151435635069
34,Male,Caucasian,0,1,2,0,Canada,1,35.83177757108504,-15.505969796835672
51,Male,African-American,11,0,5,1,Nigeria,0,-46.68282486694604,-11.414853507650276
28,Male,African-American,4,1,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
58,Male,Caucasian,2,1,3,0,USA,1,25.43683117763648,-19.27406840457623
53,Male,Caucasian,1,1,1,0,Australia,1,37.21511453120613,-12.715415186841769
30,Female,Caucasian,2,0,1,1,Canada,1,35.83177757108504,-15.505969796835672
47,Male,Caucasian,0,0,2,0,USA,1,25.43683117763648,-19.27406840457623
47,Male,Caucasian,2,1,5,1,Australia,1,37.21511453120613,-12.715415186841769
26,Female,African-American,0,0,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Male,African-American,1,1,3,1,Nigeria,0,-46.68282486694604,-11.414853507650276
57,Male,Other,0,1,1,0,Norway,1,47.786863729117535,-13.981413841687583
24,Male,Caucasian,0,1,4,0,Turkey,0,-1.0718220494459385,21.829144866124885
41,Male,African-American,0,1,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
58,Male,African-American,24,1,6,1,Ghana,0,-39.34383608951236,-0.300683459588528
28,Female,African-American,3,1,5,0,Nigeria,0,-46.68282486694604,-11.414853507650276
42,Female,African-American,0,0,6,1,Ghana,0,-39.34383608951236,-0.300683459588528
39,Male,Other,1,1,4,0,Indonesia,0,-41.4182672672213,-17.70168411169513
37,Male,African-American,17,1,9,1,Nigeria,0,-46.68282486694604,-11.414853507650276
39,Male,African-American,0,1,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
31,Male,African-American,6,1,9,1,Nigeria,0,-46.68282486694604,-11.414853507650276
29,Male,Caucasian,3,1,6,1,USA,1,25.43683117763648,-19.27406840457623
48,Male,African-American,0,1,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
20,Male,Hispanic,0,1,3,1,Brazil,0,-10.954484877497906,12.2286804464062
37,Male,African-American,3,0,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
31,Male,African-American,4,0,3,1,Nigeria,0,-46.68282486694604,-11.414853507650276
23,Male,African-American,0,1,5,1,Ghana,0,-39.34383608951236,-0.300683459588528
31,Male,African-American,3,0,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
28,Female,Caucasian,0,0,4,0,Germany,1,43.806194382924325,0.9500192550843528
25,Male,African-American,3,1,6,1,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Male,African-American,1,1,5,0,Ghana,0,-39.34383608951236,-0.300683459588528
23,Male,African-American,2,1,9,0,Ghana,0,-39.34383608951236,-0.300683459588528
69,Male,Other,0,1,1,0,Indonesia,0,-41.4182672672213,-17.70168411169513
29,Female,African-American,7,1,7,1,Nigeria,0,-46.68282486694604,-11.414853507650276
49,Male,Caucasian,2,0,2,0,Canada,1,35.83177757108504,-15.505969796835672
30,Male,African-American,0,1,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
29,Female,Hispanic,0,0,3,0,Mexico,0,-19.49759326883606,20.541445557669004
24,Male,Caucasian,0,1,2,0,Canada,1,35.83177757108504,-15.505969796835672
51,Male,African-American,3,1,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Male,Caucasian,0,1,4,0,Australia,1,37.21511453120613,-12.715415186841769
23,Female,Other,0,0,4,0,Indonesia,0,-41.4182672672213,-17.70168411169513
31,Male,Other,0,0,2,0,Indonesia,0,-41.4182672672213,-17.70168411169513
29,Male,African-American,0,0,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Male,African-American,1,1,1,1,Nigeria,0,-46.68282486694604,-11.414853507650276
33,Male,African-American,7,0,6,1,Ghana,0,-39.34383608951236,-0.300683459588528
53,Male,African-American,8,1,6,1,Nigeria,0,-46.68282486694604,-11.414853507650276
29,Male,African-American,8,0,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
45,Male,African-American,1,1,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
26,Male,Caucasian,7,1,5,0,Norway,1,47.786863729117535,-13.981413841687583
32,Male,African-American,3,1,1,1,Nigeria,0,-46.68282486694604,-11.414853507650276
37,Male,African-American,13,1,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
46,Male,African-American,3,1,3,1,Ghana,0,-39.34383608951236,-0.300683459588528
21,Male,Hispanic,1,1,8,1,Brazil,0,-10.954484877497906,12.2286804464062
59,Female,Caucasian,0,0,1,0,Australia,1,37.21511453120613,-12.715415186841769
43,Male,Caucasian,6,1,4,1,Australia,1,37.21511453120613,-12.715415186841769
41,Male,African-American,13,1,5,0,Nigeria,0,-46.68282486694604,-11.414853507650276
70,Male,African-American,0,0,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
27,Male,African-American,2,1,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
26,Male,African-American,1,1,6,0,Ghana,0,-39.34383608951236,-0.300683459588528
52,Male,Caucasian,16,1,9,1,Australia,1,37.21511453120613,-12.715415186841769
36,Male,Hispanic,1,0,5,0,Brazil,0,-10.954484877497906,12.2286804464062
43,Male,African-American,0,0,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
29,Male,African-American,7,0,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Male,Caucasian,1,0,3,0,Canada,1,35.83177757108504,-15.505969796835672
33,Male,Caucasian,0,1,1,0,Canada,1,35.83177757108504,-15.505969796835672
40,Female,Caucasian,0,0,2,0,Norway,1,47.786863729117535,-13.981413841687583
54,Male,African-American,4,1,3,1,Ghana,0,-39.34383608951236,-0.300683459588528
31,Male,Caucasian,2,0,3,0,Turkey,0,-1.0718220494459385,21.829144866124885
52,Female,Other,0,0,3,1,Saudi Arabia,0,-2.8107724662211027,3.629875664626517
27,Male,Caucasian,1,1,7,1,Turkey,0,-1.0718220494459385,21.829144866124885
29,Male,Hispanic,7,1,9,1,Spain,1,21.28767962005639,24.26151435635069
28,Male,African-American,5,0,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
41,Male,Hispanic,0,1,1,1,Brazil,0,-10.954484877497906,12.2286804464062
30,Male,Other,0,1,1,0,Saudi Arabia,0,-2.8107724662211027,3.629875664626517
56,Male,Caucasian,0,1,1,0,Australia,1,37.21511453120613,-12.715415186841769
30,Female,African-American,4,1,5,0,Nigeria,0,-46.68282486694604,-11.414853507650276
24,Male,African-American,0,0,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
30,Male,African-American,2,0,4,0,Nigeria,0,-46.68282486694604,-11.414853507650276
50,Male,Caucasian,1,1,2,0,Turkey,0,-1.0718220494459385,21.829144866124885
40,Male,Other,4,0,1,1,Saudi Arabia,0,-2.8107724662211027,3.629875664626517
30,Male,African-American,14,1,6,1,Ghana,0,-39.34383608951236,-0.300683459588528
42,Male,Caucasian,0,0,1,0,Norway,1,47.786863729117535,-13.981413841687583
53,Male,Other,4,0,1,1,Saudi Arabia,0,-2.8107724662211027,3.629875664626517
58,Male,Caucasian,1,0,1,0,Turkey,0,-1.0718220494459385,21.829144866124885
31,Male,African-American,4,1,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
22,Male,Hispanic,0,1,4,1,Brazil,0,-10.954484877497906,12.2286804464062
33,Female,African-American,1,1,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
48,Male,African-American,10,1,4,0,Nigeria,0,-46.68282486694604,-11.414853507650276
59,Male,Caucasian,1,1,2,1,Norway,1,47.786863729117535,-13.981413841687583
23,Male,Hispanic,2,1,5,1,Brazil,0,-10.954484877497906,12.2286804464062
27,Male,African-American,7,0,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
23,Female,African-American,0,1,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
21,Male,Caucasian,1,1,3,0,Germany,1,43.806194382924325,0.9500192550843528
40,Female,African-American,13,1,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
25,Male,African-American,5,1,9,1,Nigeria,0,-46.68282486694604,-11.414853507650276
28,Female,Caucasian,1,0,5,1,Turkey,0,-1.0718220494459385,21.829144866124885
30,Male,Hispanic,6,0,3,1,Mexico,0,-19.49759326883606,20.541445557669004
32,Male,African-American,0,1,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
36,Female,African-American,5,1,6,1,Ghana,0,-39.34383608951236,-0.300683459588528
21,Male,African-American,0,0,4,1,Ghana,0,-39.34383608951236,-0.300683459588528
21,Male,African-American,0,1,10,1,Nigeria,0,-46.68282486694604,-11.414853507650276
21,Male,Hispanic,0,1,5,0,Spain,1,21.28767962005639,24.26151435635069
46,Male,African-American,15,1,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
29,Male,Caucasian,1,1,2,1,USA,1,25.43683117763648,-19.27406840457623
38,Male,Caucasian,2,1,4,1,Australia,1,37.21511453120613,-12.715415186841769
24,Male,Hispanic,11,1,10,1,Spain,1,21.28767962005639,24.26151435635069
47,Female,Hispanic,2,1,1,0,Brazil,0,-10.954484877497906,12.2286804464062
33,Male,Other,0,0,1,0,Indonesia,0,-41.4182672672213,-17.70168411169513
34,Male,African-American,3,1,1,1,Ghana,0,-39.34383608951236,-0.300683459588528
33,Female,Caucasian,2,1,5,1,USA,1,25.43683117763648,-19.27406840457623
47,Male,African-American,20,1,9,0,Ghana,0,-39.34383608951236,-0.300683459588528
27,Male,African-American,15,1,10,1,Nigeria,0,-46.68282486694604,-11.414853507650276
39,Male,Caucasian,6,1,6,0,Australia,1,37.21511453120613,-12.715415186841769
21,Female,African-American,0,0,5,0,Ghana,0,-39.34383608951236,-0.300683459588528
26,Male,African-American,2,0,5,0,Ghana,0,-39.34383608951236,-0.300683459588528
49,Male,Caucasian,3,1,1,0,Australia,1,37.21511453120613,-12.715415186841769
34,Male,African-American,0,0,7,1,Nigeria,0,-46.68282486694604,-11.414853507650276
20,Male,African-American,1,1,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
52,Male,Caucasian,1,1,5,0,Germany,1,43.806194382924325,0.9500192550843528
47,Female,Caucasian,0,0,1,0,Norway,1,47.786863729117535,-13.981413841687583
41,Female,Caucasian,1,0,2,0,USA,1,25.43683117763648,-19.27406840457623
33,Male,Caucasian,10,0,4,0,Germany,1,43.806194382924325,0.9500192550843528
33,Female,Caucasian,1,0,1,0,USA,1,25.43683117763648,-19.27406840457623
48,Female,Caucasian,0,0,1,0,Turkey,0,-1.0718220494459385,21.829144866124885
23,Male,Caucasian,5,1,8,1,Norway,1,47.786863729117535,-13.981413841687583
23,Male,Caucasian,2,1,6,0,Canada,1,35.83177757108504,-15.505969796835672
29,Female,Caucasian,6,1,7,1,USA,1,25.43683117763648,-19.27406840457623
34,Male,African-American,1,0,6,0,Nigeria,0,-46.68282486694604,-11.414853507650276
24,Male,Caucasian,1,1,7,0,Australia,1,37.21511453120613,-12.715415186841769
25,Male,African-American,15,1,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
31,Male,Other,6,1,5,0,Saudi Arabia,0,-2.8107724662211027,3.629875664626517
28,Male,African-American,11,1,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
29,Male,Hispanic,0,1,3,0,Mexico,0,-19.49759326883606,20.541445557669004
35,Male,Caucasian,7,1,4,1,Norway,1,47.786863729117535,-13.981413841687583
21,Male,African-American,0,1,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
40,Male,Caucasian,9,1,9,0,Turkey,0,-1.0718220494459385,21.829144866124885
28,Male,Hispanic,0,0,2,0,Spain,1,21.28767962005639,24.26151435635069
27,Male,African-American,3,1,1,1,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Male,African-American,1,1,5,0,Ghana,0,-39.34383608951236,-0.300683459588528
28,Male,African-American,2,1,5,1,Ghana,0,-39.34383608951236,-0.300683459588528
34,Male,African-American,3,0,2,1,Ghana,0,-39.34383608951236,-0.300683459588528
31,Male,African-American,15,1,5,0,Ghana,0,-39.34383608951236,-0.300683459588528
23,Male,African-American,10,1,10,1,Nigeria,0,-46.68282486694604,-11.414853507650276
52,Male,Other,2,1,1,0,Indonesia,0,-41.4182672672213,-17.70168411169513
41,Female,Caucasian,12,1,7,1,USA,1,25.43683117763648,-19.27406840457623
32,Male,African-American,17,1,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
31,Male,Hispanic,16,1,10,1,Mexico,0,-19.49759326883606,20.541445557669004
27,Male,African-American,1,1,2,1,Nigeria,0,-46.68282486694604,-11.414853507650276
25,Male,African-American,0,0,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
24,Male,African-American,2,0,6,0,Nigeria,0,-46.68282486694604,-11.414853507650276
53,Male,Caucasian,1,0,5,0,Canada,1,35.83177757108504,-15.505969796835672
31,Female,African-American,2,0,3,0,Nigeria,0,-46.68282486694604,-11.414853507650276
62,Female,Caucasian,0,0,1,0,Turkey,0,-1.0718220494459385,21.829144866124885
28,Male,African-American,2,1,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
61,Male,African-American,5,1,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
19,Male,African-American,3,1,4,1,Ghana,0,-39.34383608951236,-0.300683459588528
36,Female,Caucasian,0,1,2,0,Norway,1,47.786863729117535,-13.981413841687583
37,Male,Other,6,0,1,0,Russia,0,-16.597492373513003,37.985810351285686
27,Female,African-American,0,0,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
24,Male,African-American,4,1,9,1,Nigeria,0,-46.68282486694604,-11.414853507650276
59,Male,African-American,4,0,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
20,Male,African-American,0,1,9,1,Nigeria,0,-46.68282486694604,-11.414853507650276
39,Male,African-American,19,1,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
26,Male,Other,1,0,4,0,Saudi Arabia,0,-2.8107724662211027,3.629875664626517
28,Male,African-American,4,1,4,0,Ghana,0,-39.34383608951236,-0.300683459588528
41,Male,Hispanic,1,0,1,0,Spain,1,21.28767962005639,24.26151435635069
25,Male,Caucasian,2,0,5,1,Australia,1,37.21511453120613,-12.715415186841769
51,Male,Caucasian,1,0,2,1,Turkey,0,-1.0718220494459385,21.829144866124885
23,Male,Hispanic,0,1,2,0,Spain,1,21.28767962005639,24.26151435635069
43,Male,African-American,1,0,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
33,Male,African-American,0,1,10,0,Ghana,0,-39.34383608951236,-0.300683459588528
29,Male,African-American,4,1,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
39,Male,Caucasian,1,1,3,0,Australia,1,37.21511453120613,-12.715415186841769
47,Female,Caucasian,0,0,3,1,Canada,1,35.83177757108504,-15.505969796835672
53,Male,African-American,2,1,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
46,Male,African-American,0,0,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Female,African-American,0,1,4,1,Ghana,0,-39.34383608951236,-0.300683459588528
33,Male,African-American,28,1,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
28,Male,African-American,0,1,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
32,Male,African-American,16,1,10,1,Nigeria,0,-46.68282486694604,-11.414853507650276
50,Male,Other,0,1,1,1,Norway,1,47.786863729117535,-13.981413841687583
63,Male,African-American,10,0,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
35,Male,Hispanic,0,0,3,0,Brazil,0,-10.954484877497906,12.2286804464062
32,Male,Caucasian,6,0,7,0,USA,1,25.43683117763648,-19.27406840457623
46,Male,Caucasian,26,1,7,1,Germany,1,43.806194382924325,0.9500192550843528
28,Female,African-American,0,0,3,0,Nigeria,0,-46.68282486694604,-11.414853507650276
24,Male,African-American,1,1,4,1,Nigeria,0,-46.68282486694604,-11.414853507650276
30,Female,African-American,3,1,6,1,Ghana,0,-39.34383608951236,-0.300683459588528
46,Male,Caucasian,2,0,4,0,USA,1,25.43683117763648,-19.27406840457623
27,Male,Caucasian,1,0,6,0,Norway,1,47.786863729117535,-13.981413841687583
28,Male,Hispanic,1,1,2,0,Brazil,0,-10.954484877497906,12.2286804464062
26,Male,African-American,0,1,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
62,Male,Hispanic,0,0,1,0,Mexico,0,-19.49759326883606,20.541445557669004
28,Female,African-American,1,1,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
32,Female,Caucasian,6,1,6,1,USA,1,25.43683117763648,-19.27406840457623
21,Male,Hispanic,1,1,9,0,Spain,1,21.28767962005639,24.26151435635069
55,Male,Caucasian,33,1,9,1,USA,1,25.43683117763648,-19.27406840457623
41,Male,African-American,7,0,3,0,Nigeria,0,-46.68282486694604,-11.414853507650276
29,Male,Caucasian,0,0,7,1,Norway,1,47.786863729117535,-13.981413841687583
39,Male,African-American,3,1,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
32,Male,Caucasian,6,1,2,1,Norway,1,47.786863729117535,-13.981413841687583
50,Male,Caucasian,1,1,1,0,Germany,1,43.806194382924325,0.9500192550843528
68,Male,Caucasian,7,1,7,1,Turkey,0,-1.0718220494459385,21.829144866124885
23,Male,African-American,0,1,2,1,Ghana,0,-39.34383608951236,-0.300683459588528
40,Female,Caucasian,0,1,2,0,Turkey,0,-1.0718220494459385,21.829144866124885
34,Male,African-American,3,1,1,0,Nigeria,0,-46.68282486694604,-11.414853507650276
35,Male,African-American,6,1,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
29,Male,African-American,6,1,6,1,Ghana,0,-39.34383608951236,-0.300683459588528
53,Male,African-American,0,0,1,1,Nigeria,0,-46.68282486694604,-11.414853507650276
49,Female,Other,0,0,1,0,Norway,1,47.786863729117535,-13.981413841687583
23,Male,Caucasian,0,0,3,1,Germany,1,43.806194382924325,0.9500192550843528
27,Female,Caucasian,0,0,5,0,Turkey,0,-1.0718220494459385,21.829144866124885
23,Female,Caucasian,0,1,6,0,Canada,1,35.83177757108504,-15.505969796835672
46,Male,African-American,3,1,1,1,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Male,African-American,4,1,7,1,Nigeria,0,-46.68282486694604,-11.414853507650276
68,Female,African-American,5,1,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
43,Male,Other,2,1,2,1,Saudi Arabia,0,-2.8107724662211027,3.629875664626517
67,Male,African-American,4,0,1,0,Ghana,0,-39.34383608951236,-0.300683459588528
24,Male,African-American,7,1,7,1,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Male,Caucasian,0,0,2,1,Germany,1,43.806194382924325,0.9500192550843528
21,Male,African-American,1,1,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
34,Male,African-American,10,1,7,0,Ghana,0,-39.34383608951236,-0.300683459588528
67,Male,Caucasian,3,1,1,0,Germany,1,43.806194382924325,0.9500192550843528
28,Male,Caucasian,1,1,4,1,Canada,1,35.83177757108504,-15.505969796835672
30,Male,African-American,15,1,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
36,Male,African-American,26,1,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
27,Female,Caucasian,3,1,3,0,Canada,1,35.83177757108504,-15.505969796835672
27,Female,African-American,10,1,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
22,Female,African-American,0,0,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
22,Male,African-American,3,1,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
41,Female,Hispanic,0,1,1,0,Spain,1,21.28767962005639,24.26151435635069
21,Male,African-American,1,1,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
32,Male,African-American,15,1,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
35,Male,African-American,0,1,8,0,Nigeria,0,-46.68282486694604,-11.414853507650276
20,Male,Other,0,1,3,1,Indonesia,0,-41.4182672672213,-17.70168411169513
23,Male,Hispanic,0,0,7,0,Mexico,0,-19.49759326883606,20.541445557669004
23,Male,African-American,0,1,4,0,Nigeria,0,-46.68282486694604,-11.414853507650276
33,Male,Caucasian,4,1,6,0,Australia,1,37.21511453120613,-12.715415186841769
37,Male,Caucasian,5,1,3,0,Australia,1,37.21511453120613,-12.715415186841769
36,Male,African-American,1,1,2,1,Ghana,0,-39.34383608951236,-0.300683459588528
42,Male,African-American,17,1,10,1,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Male,Hispanic,7,0,4,0,Spain,1,21.28767962005639,24.26151435635069
34,Male,Caucasian,1,1,6,0,Turkey,0,-1.0718220494459385,21.829144866124885
20,Female,African-American,0,1,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
35,Male,African-American,1,0,4,0,Ghana,0,-39.34383608951236,-0.300683459588528
22,Male,African-American,0,1,7,0,Nigeria,0,-46.68282486694604,-11.414853507650276
54,Male,Caucasian,6,1,2,1,USA,1,25.43683117763648,-19.27406840457623
25,Female,African-American,1,1,3,0,Nigeria,0,-46.68282486694604,-11.414853507650276
27,Male,African-American,3,1,4,0,Ghana,0,-39.34383608951236,-0.300683459588528
47,Male,African-American,0,1,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
26,Male,African-American,3,0,9,1,Ghana,0,-39.34383608951236,-0.300683459588528
55,Male,Caucasian,18,1,7,1,Germany,1,43.806194382924325,0.9500192550843528
59,Female,Caucasian,1,1,1,0,Canada,1,35.83177757108504,-15.505969796835672
25,Male,African-American,1,0,2,0,Nigeria,0,-46.68282486694604,-11.414853507650276
22,Male,African-American,1,1,7,1,Ghana,0,-39.34383608951236,-0.300683459588528
36,Male,African-American,15,1,5,0,Ghana,0,-39.34383608951236,-0.300683459588528
22,Male,Other,0,1,3,0,Indonesia,0,-41.4182672672213,-17.70168411169513
26,Male,Caucasian,2,1,2,0,USA,1,25.43683117763648,-19.27406840457623
31,Female,African-American,0,0,6,0,Ghana,0,-39.34383608951236,-0.300683459588528
33,Male,African-American,14,1,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
55,Male,Caucasian,18,1,2,1,Norway,1,47.786863729117535,-13.981413841687583
28,Male,Caucasian,0,1,3,1,Turkey,0,-1.0718220494459385,21.829144866124885
30,Female,Caucasian,5,1,10,1,Canada,1,35.83177757108504,-15.505969796835672
45,Male,Caucasian,19,1,6,1,Turkey,0,-1.0718220494459385,21.829144866124885
53,Male,Caucasian,0,1,2,0,Turkey,0,-1.0718220494459385,21.829144866124885
22,Female,African-American,0,1,4,1,Nigeria,0,-46.68282486694604,-11.414853507650276
63,Male,Caucasian,0,0,1,0,Germany,1,43.806194382924325,0.9500192550843528
52,Male,Hispanic,0,0,1,1,Mexico,0,-19.49759326883606,20.541445557669004
58,Male,African-American,6,1,6,0,Ghana,0,-39.34383608951236,-0.300683459588528
45,Male,Hispanic,0,0,1,0,Spain,1,21.28767962005639,24.26151435635069
29,Female,African-American,1,0,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
30,Male,Caucasian,1,1,1,1,Turkey,0,-1.0718220494459385,21.829144866124885
36,Male,African-American,16,0,8,1,Nigeria,0,-46.68282486694604,-11.414853507650276
20,Male,African-American,1,1,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
36,Male,African-American,4,0,5,1,Nigeria,0,-46.68282486694604,-11.414853507650276
27,Female,Caucasian,0,0,2,1,Turkey,0,-1.0718220494459385,21.829144866124885
38,Male,Caucasian,0,1,1,0,Norway,1,47.786863729117535,-13.981413841687583
38,Male,Caucasian,2,1,5,1,USA,1,25.43683117763648,-19.27406840457623
29,Male,Hispanic,0,0,2,0,Brazil,0,-10.954484877497906,12.2286804464062
21,Male,African-American,0,1,8,1,Ghana,0,-39.34383608951236,-0.300683459588528
29,Male,African-American,3,1,10,1,Ghana,0,-39.34383608951236,-0.300683459588528
24,Male,African-American,5,1,7,1,Nigeria,0,-46.68282486694604,-11.414853507650276
23,Male,African-American,1,1,2,0,Ghana,0,-39.34383608951236,-0.300683459588528
34,Female,African-American,6,1,3,0,Ghana,0,-39.34383608951236,-0.300683459588528
21,Male,Hispanic,0,1,5,0,Brazil,0,-10.954484877497906,12.2286804464062
22,Male,African-American,1,1,6,0,Ghana,0,-39.34383608951236,-0.300683459588528
37,Male,African-American,4,0,4,1,Ghana,0,-39.34383608951236,-0.300683459588528
45,Male,African-American,8,1,7,1,Nigeria,0,-46.68282486694604,-11.414853507650276
68,Male,Caucasian,0,0,1,0,Australia,1,37.21511453120613,-12.715415186841769
26,Male,Other,3,1,2,0,Norway,1,47.786863729117535,-13.981413841687583
25,Female,African-American,0,1,7,0,Ghana,0,-39.34383608951236,-0.300683459588528
20,Female,Caucasian,0,1,4,0,Turkey,0,-1.0718220494459385,21.829144866124885
35,Male,Caucasian,1,1,1,0,Turkey,0,-1.0718220494459385,21.829144866124885
32,Male,Caucasian,1,1,3,0,Turkey,0,-1.0718220494459385,21.829144866124885
35,Male,Caucasian,1,1,1,1,Australia,1,37.21511453120613,-12.715415186841769
23,Male,Caucasian,4,0,4,1,USA,1,25.43683117763648,-19.27406840457623
27,Male,Hispanic,1,0,1,0,Mexico,0,-19.49759326883606,20.541445557669004
47,Male,Other,0,0,1,0,Russia,0,-16.597492373513003,37.985810351285686
46,Male,African-American,5,1,5,1,Nigeria,0,-46.68282486694604,-11.414853507650276
